name,family,target,control_estimate,candidate_estimate,control_relative_error,candidate_relative_error,absolute_error_change_pp
dwp/uc_payment_dist/COUPLE_NO_CHILDREN_annual_payment_8_400_to_9_600@2025,dwp_universal_credit,15272.444444444445,15259.45620727539,15277.932632446289,-0.0008504360396465068,0.0003593522976500472,-0.04910837419964595
dwp/uc_payment_dist/COUPLE_NO_CHILDREN_annual_payment_9_600_to_10_800@2025,dwp_universal_credit,19142.333333333332,19168.387908935547,19196.922943115234,0.0013610971634709155,0.0028517740670017024,0.14906769035307868
dwp/uc_payment_dist/COUPLE_WITH_CHILDREN_annual_payment_0_to_1_200@2025,dwp_universal_credit,19073.555555555555,19080.001777648926,19014.604873657227,0.00033796646223590145,-0.003090702293372754,0.27527358311368527
dwp/uc_payment_dist/COUPLE_WITH_CHILDREN_annual_payment_10_800_to_12_000@2025,dwp_universal_credit,40805.444444444445,40726.661712646484,40755.253967285156,-0.001930691672902167,-0.0012299946206350487,-0.07006970522671183
dwp/uc_payment_dist/COUPLE_WITH_CHILDREN_annual_payment_12_000_to_13_200@2025,dwp_universal_credit,40009.555555555555,39959.461517333984,39975.60674285889,-0.0012520518542629632,-0.0008485176159862152,-0.0403534238276748
dwp/uc_payment_dist/COUPLE_WITH_CHILDREN_annual_payment_13_200_to_14_400@2025,dwp_universal_credit,39972.555555555555,40084.38185119629,39974.25108337402,0.0027975768395721756,4.2417298441481276e-05,-0.2755159541130694
dwp/uc_payment_dist/COUPLE_WITH_CHILDREN_annual_payment_14_400_to_15_600@2025,dwp_universal_credit,40518.77777777778,40631.55555725098,40520.024978637695,0.0027833460350585324,3.078081147349708e-05,-0.2752565223585035
dwp/uc_payment_dist/COUPLE_WITH_CHILDREN_annual_payment_15_600_to_16_800@2025,dwp_universal_credit,37118.0,37138.967376708984,37159.76266479492,0.0005648843339884793,0.0011251324100145987,0.056024807602611935
dwp/uc_payment_dist/COUPLE_WITH_CHILDREN_annual_payment_16_800_to_18_000@2025,dwp_universal_credit,37177.77777777778,37149.302505493164,37114.09118652344,-0.0007659218486597505,-0.0017130284557354799,0.09471066070757293
dwp/uc_payment_dist/COUPLE_WITH_CHILDREN_annual_payment_18_000_to_19_200@2025,dwp_universal_credit,37164.555555555555,37318.567932128906,37192.609283447266,0.0041440661477338435,0.0007548516986776466,-0.3389214449056197
dwp/uc_payment_dist/COUPLE_WITH_CHILDREN_annual_payment_19_200_to_20_400@2025,dwp_universal_credit,33309.555555555555,33282.195220947266,33317.78674316406,-0.0008213959673720657,0.0002471119014115728,-0.057428406596049295
dwp/uc_payment_dist/COUPLE_WITH_CHILDREN_annual_payment_1_200_to_2_400@2025,dwp_universal_credit,22775.777777777777,22835.179355621338,22688.353755950928,0.00260810315340881,-0.0038384648234559464,0.12303616700471363
dwp/uc_payment_dist/COUPLE_WITH_CHILDREN_annual_payment_20_400_to_21_600@2025,dwp_universal_credit,29102.555555555555,29132.563507080078,29020.713439941406,0.0010311105314184338,-0.002812196869031496,0.17810863376130623
dwp/uc_payment_dist/COUPLE_WITH_CHILDREN_annual_payment_21_600_to_22_800@2025,dwp_universal_credit,27534.666666666668,27392.065307617188,27365.25164794922,-0.005178975317762349,-0.006152789890953796,0.09738145731914465
dwp/uc_payment_dist/COUPLE_WITH_CHILDREN_annual_payment_22_800_to_24_000@2025,dwp_universal_credit,25584.777777777777,25543.960021972656,25539.38427734375,-0.0015953922351662668,-0.0017742386050135991,0.01788463698473323
